kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
K06086.01,FALSE POSITIVE,15.99509,0.272,8.45037,44315.0,0.19446,0.35279,17.09,0.1194,89.08,676.0,49.26,16.835,275.98288,1800.4244,2019.7,5899.0,4.574,-0.46,0.805,0.889,15.284,15.775,15.244,15.073,14.978,14.07,13.671,13.685,0.0,19.65205,49.27352,-0.0838,-0.3599,-0.0015,-0.0005,0.001,-0.037,0.037,-0.014,-0.198,0.198
K06174.01,FALSE POSITIVE,0.70914,1.0094,1.936,2560.0,0.09607,0.14959,7.27,0.0136,50.42,1685.0,1903.76,1.584,30.90663,147.19641,2.6,5350.0,4.578,-0.78,0.693,0.663,14.677,15.283,14.645,14.417,14.285,13.288,12.879,12.799,0.0,19.78499,44.07361,-24.59,16.57,0.01239,-0.00828,-3.521,3.692,5.102,-3.665,3.681,5.195
K06175.01,FALSE POSITIVE,9.8687,0.984,2.876,5915.0,0.11564,0.51376,21.68,0.1004,85.92,1332.0,743.72,13.83,19.94605,107.57253,15.8,7301.0,4.11,-0.38,1.717,1.384,10.656,10.762,10.621,10.632,10.698,9.941,9.827,9.773,0.0,20.06925,44.07118,-0.2,0.27,0.00067,-0.00022,-0.43,0.083,0.44,-0.57,0.296,0.64
K06177.01,FALSE POSITIVE,0.97836,0.267,1.206,37.1,0.00571,4.3571,1.04,0.0219,87.47,2772.0,13948.03,6.041,3.11665,10.39875,15.9,7193.0,4.156,-0.12,1.671,1.46,12.34,12.511,12.282,12.26,12.274,11.545,11.391,11.344,0.0,20.07531,44.09916,-12.11,-3.48,0.00038,0.00012,-10.132,-1.944,10.317,-10.082,-1.86,10.252
K02926.04,CONFIRMED,37.63339,0.338,4.49,1661.7,0.03659,3.3011,2.25,0.1861,89.69,299.0,1.88,62.8,5.40666,12.78711,18.6,3891.0,4.718,0.21,0.564,0.605,16.279,17.65,16.299,15.691,15.389,14.222,13.516,13.343,0.027,18.88905,47.17477,-0.73,0.81,0.0011,-0.0019,0.19,0.15,0.25,-0.02,0.0,0.02
K03371.02,CONFIRMED,12.25384,0.441,2.373,147.7,0.01122,5.83094,1.0,0.1016,89.3,678.0,50.05,35.9,3.72686,10.1447,12.3,5413.0,4.579,0.07,0.82,0.931,13.747,14.31,13.712,13.506,13.401,12.441,12.034,11.996,0.697,19.02094,48.72514,0.6,-0.38,-5e-05,5e-05,0.0,-0.72,0.72,0.1,-0.65,0.66
K06087.01,FALSE POSITIVE,22.16127,1.277,3.699,5259.0,0.36439,0.40963,69.44,0.1534,86.67,877.0,139.67,22.0,75.37913,408.60593,56.6,5893.0,3.945,-0.4,1.745,0.979,13.034,13.461,12.978,12.851,12.785,11.901,11.58,11.525,0.0,19.80471,49.4425,0.079,0.166,0.001,0.0,0.039,0.026,0.047,0.098,0.155,0.183
K06089.01,FALSE POSITIVE,282.96565,0.426,21.4259,467860.0,0.68376,1.04907,71.61,0.8568,89.85,280.0,1.45,164.363,6440.794,11276.919,1365.9,5999.0,4.494,-0.06,0.959,1.045,13.974,14.43,13.924,13.778,13.769,12.855,12.507,12.454,0.0,19.65461,49.96362,-0.00165,-0.0285,0.026,0.05,0.004,-0.01,0.011,0.029,0.046,0.055
K06090.01,FALSE POSITIVE,37.32031,1.282,6.9616,4325.0,0.36008,0.08753,36.96,0.2209,86.05,538.0,19.77,18.61,52.55906,188.76498,171.3,5910.0,4.505,-0.02,0.94,1.032,14.277,14.754,14.214,14.073,14.039,13.074,12.778,12.742,0.0,19.39127,50.05337,-5.136,2.766,0.02204,-0.0151,-4.383,2.652,5.123,-4.28,2.671,5.045
K06092.01,FALSE POSITIVE,2.5816,0.124,4.9153,171130.0,0.37906,0.49039,40.94,0.0357,88.72,1328.0,735.27,5.57,331.3658,3223.9841,338.2,5720.0,4.407,-0.1,0.989,0.912,15.35,15.907,15.298,15.111,15.027,14.069,13.656,13.567,0.0,19.33512,50.45542,0.06651,0.09388,0.003,0.003,-0.012,-0.012,0.017,-0.082,-0.113,0.14
K03163.01,FALSE POSITIVE,0.5668,0.3733,5.733,5.9,0.00228,0.06421,0.54,0.0163,68.75,3862.0,52564.19,1.029,11.59896,7.47316,16.3,7589.0,4.023,0.12,2.169,1.809,10.238,10.308,10.215,10.302,10.384,9.657,9.616,9.599,0.0,19.41796,42.69119,-1.4,-2.9,1e-05,2e-05,-0.5,0.1,0.5,-1.2,0.79,1.4
K03215.01,FALSE POSITIVE,1.03905,0.096,1.689,24.4,0.0045,1.86095,0.48,0.0195,88.84,1774.0,2348.45,4.736,3.71885,10.42546,9.3,5689.0,4.422,-0.06,0.976,0.918,12.023,12.491,11.938,11.823,11.729,10.826,10.488,10.402,0.0,19.44321,38.41101,-5.81,5.9,0.0001,-9e-05,-5.41,8.93,10.44,-5.06,9.23,10.53
K03222.01,FALSE POSITIVE,0.60754,0.9849,5.549,34.9,0.00728,0.0516,1.34,0.0159,10.89,3219.0,25377.69,1.002,4.2949,8.44167,30.4,7076.0,4.147,-0.06,1.691,1.467,12.156,12.327,12.098,12.088,12.112,11.327,11.17,11.173,0.04,19.43316,47.46354,0.6,0.1,-1e-05,-0.0,0.34,-0.12,0.36,0.29,-0.15,0.33
K03228.01,FALSE POSITIVE,0.98763,0.547,1.127,28.6,0.00515,3.57429,1.14,0.0253,84.48,3728.0,45704.5,5.69,4.33096,9.09584,14.8,9456.0,4.172,0.07,2.022,2.213,12.234,12.184,12.25,12.4,12.438,11.841,11.799,11.786,0.0,19.96207,40.47401,-13.48,-13.81,0.00033,0.00033,-7.524,-9.418,12.055,-7.536,-9.425,12.068
K00351.07,CONFIRMED,124.92252,0.943,11.942,498.7,0.02574,0.04072,3.37,0.5036,88.33,407.0,6.45,32.3,9.98867,18.20478,24.4,5970.0,4.317,0.1,1.2,1.089,13.804,14.139,13.741,13.66,13.634,12.79,12.531,12.482,0.292,18.96225,49.30526,0.7,0.36,-0.00037,-0.00014,-0.24,-0.01,0.24,-0.24,-0.04,0.25
K01231.02,FALSE POSITIVE,10.42361,0.001,5.404,878.3,0.02636,0.60377,1.67,0.0772,89.99,515.0,16.64,15.14,6.22171,15.30919,18.7,4260.0,4.663,-0.44,0.58,0.565,15.719,16.893,15.671,15.216,14.952,13.775,13.15,13.0,0.0,19.82223,41.89088,-5.7,1.432,0.00032,-0.00017,0.05,-0.141,0.15,-6.68,2.382,7.09
K03155.01,FALSE POSITIVE,161.2529,0.227,24.3711,94008.0,0.28925,0.19212,59.07,0.746,89.8,652.0,42.81,64.16,59.41479,129.59291,576.6,9341.0,4.222,0.07,1.87,2.128,7.391,7.225,7.446,7.654,7.878,7.42,7.448,7.524,0.0,19.92908,40.39201,-0.622,0.951,0.05,-0.11,-2.63,4.0,4.8,-1.67,1.7,2.4
K06619.01,FALSE POSITIVE,1.33033,0.692,5.045,61867.0,0.24559,0.12705,24.3,0.0236,72.35,1634.0,1691.25,2.28216,360.2912,2587.2346,700.5,5984.0,4.521,-0.2,0.906,0.993,15.423,15.918,15.369,15.211,15.122,14.172,13.833,13.776,0.0,19.66402,40.98696,-0.0268,-0.0585,-0.001,-0.037,-0.102,0.49,0.5,0.048,-0.03,0.056
K06620.01,FALSE POSITIVE,1.14013,1.181,9.251,223.2,0.19445,0.02506,126.77,0.0274,9.92,4370.0,86385.22,1.199,3.38731,9.4735,63.4,6715.0,3.211,-0.5,5.97,2.114,13.411,13.735,13.382,13.272,13.235,12.361,12.161,12.081,0.0,19.80871,40.92062,-1.42,-2.6,4e-05,8e-05,-0.03,-0.42,0.43,-0.04,0.08,0.09
K06622.01,FALSE POSITIVE,16.83208,0.218,7.79748,48375.0,0.20391,0.49795,61.35,0.1376,89.36,1243.0,565.17,19.537,929.0034,5343.073,5156.6,6300.0,3.646,-0.8,2.755,1.223,13.125,13.483,13.094,12.972,12.925,12.068,11.792,11.728,0.0,19.94412,40.92701,0.1183,-0.0074,0.0089,0.0055,-0.04,0.002,0.04,0.016,0.123,0.124
K06623.01,FALSE POSITIVE,7.34616,0.945,6.5974,121810.0,0.50282,0.3514,44.48,0.0714,84.58,835.0,114.57,10.0082,449.17242,3781.766,2541.2,5616.0,4.574,-0.2,0.81,0.905,15.63,16.24,15.587,15.368,15.245,14.272,13.907,13.849,0.0,19.95146,40.97228,0.4998,-0.4065,-0.038,0.008,0.039,-0.007,0.039,-0.073,0.036,0.081
K06624.01,FALSE POSITIVE,26.24024,0.36,3.024,174.0,0.01216,6.77994,1.16,0.1597,89.67,583.0,27.36,62.7,3.06329,7.31921,7.9,5649.0,4.45,-0.42,0.875,0.787,14.68,15.25,14.643,14.435,14.324,13.376,13.027,12.947,0.0,19.97048,40.99499,4.9,-4.1,-0.00069,0.0005,1.69,-3.6,4.0,1.75,-3.71,4.1
K06625.01,FALSE POSITIVE,10.73843,0.036,2.3544,1684.2,0.03782,7.74714,6.96,0.097,89.94,1137.0,394.4,36.146,75.81281,358.12863,112.8,6180.0,4.007,-0.34,1.686,1.053,11.809,12.156,11.762,11.659,11.64,10.787,10.511,10.453,0.0,18.97236,41.0096,-0.374,0.07,0.0008,0.00014,-0.447,-0.02,0.448,-0.399,0.115,0.415
K06755.01,FALSE POSITIVE,1.42877,0.354,3.9753,92.2,0.00891,0.17745,1.01,0.0256,82.39,1737.0,2157.42,2.67535,3.34937,10.79326,3.6,6197.0,4.449,-0.08,1.035,1.096,14.701,15.101,14.64,14.529,14.497,13.611,13.305,13.307,0.0,19.12832,42.10727,-5.84,-5.68,0.00038,0.00035,-2.34,-3.22,3.98,-2.4,-3.43,4.18
K06756.01,FALSE POSITIVE,14.55674,0.4308,1.421,185.1,0.01274,32.93584,1.38,0.1192,89.38,783.0,89.02,71.7,5.96025,8.01888,8.9,6153.0,4.471,-0.14,0.993,1.065,14.927,15.36,14.875,14.741,14.679,13.813,13.507,13.501,0.0,19.53626,42.11161,3.7,-2.6,-0.00066,0.00045,1.92,-3.18,3.71,1.94,-3.15,3.7
K06758.01,FALSE POSITIVE,0.72162,0.855,2.54242,157750.0,0.52014,0.93377,40.61,0.0139,73.16,1604.0,1560.97,2.9512,856.8953,11568.972,514.4,5067.0,4.565,-0.4,0.715,0.686,14.424,15.152,14.377,14.112,13.958,12.907,12.417,12.274,0.0,19.57298,42.14312,0.24751,0.14801,-0.001,-0.05,0.025,0.057,0.062,0.159,0.187,0.246
K06760.01,FALSE POSITIVE,10.81589,0.219,4.73495,45400.0,0.19721,1.40377,32.48,0.0978,89.39,1086.0,328.64,20.552,911.9885,6392.967,4313.4,6269.0,4.109,-0.28,1.508,1.065,12.96,13.315,12.903,12.808,12.738,11.931,11.648,11.606,0.0,19.58922,42.12216,-0.0874,-0.1976,0.0098,-0.0009,-0.017,0.017,0.025,-0.031,-0.122,0.125
K06887.01,FALSE POSITIVE,0.6223,0.338,1.84,80.9,0.00832,0.79912,0.77,0.0129,82.34,2032.0,4050.15,2.54,3.56811,11.80866,9.9,5672.0,4.447,-0.6,0.853,0.742,14.519,15.036,14.493,14.298,14.216,13.246,12.882,12.791,0.002,18.82098,43.266,-1.15,-1.13,4e-05,0.0001,0.4,0.1,0.41,0.25,0.25,0.36
K06888.01,FALSE POSITIVE,23.39241,0.3153,3.416,62.3,0.00732,4.33661,0.84,0.1607,89.38,701.0,57.23,50.1,6.36808,7.42624,8.1,6221.0,4.4,-0.24,1.05,1.008,12.845,13.196,12.792,12.694,12.661,11.83,11.564,11.542,0.033,18.94472,43.20071,-2.4,-0.3,0.00014,4e-05,0.62,-1.1,1.24,0.73,-0.57,0.93
K06891.01,FALSE POSITIVE,4.6089,0.386,8.73393,378550.0,0.59097,0.2225,48.72,0.0511,86.49,1007.0,242.9,6.2983,2359.32,20355.152,2624.6,5938.0,4.605,-0.74,0.755,0.844,15.322,15.771,15.289,15.13,15.059,14.178,13.818,13.753,0.0,19.22494,43.29431,-0.08956,-0.02783,0.007,0.056,-0.004,-0.02,0.02,-0.172,-0.003,0.172
K06893.01,FALSE POSITIVE,3.32619,0.001,2.08375,178470.0,0.38617,8.28627,14.72,0.031,90.0,521.0,17.41,16.923,449.32178,3452.277,502.0,3520.0,4.906,-0.2,0.349,0.358,14.888,16.514,15.085,14.191,13.693,12.394,11.755,11.555,0.0,19.41004,43.2854,-0.0845,0.362,0.035,0.002,-0.025,-0.002,0.025,0.151,0.632,0.65
K07017.01,FALSE POSITIVE,12.82328,0.93,5.32062,121990.0,0.49102,1.14044,44.29,0.1039,87.52,743.0,72.0,21.482,559.0712,3967.1553,2541.7,5973.0,4.562,-0.46,0.826,0.907,15.626,16.137,15.593,15.408,15.301,14.411,14.044,13.88,0.0,19.74116,44.23287,-0.0085,0.1068,-0.03,0.012,0.08,-0.02,0.083,-0.057,0.056,0.08
K07019.01,FALSE POSITIVE,5.06533,0.725,4.90392,155610.0,0.42976,0.68877,60.35,0.0584,85.75,1315.0,705.6,9.7756,1389.5559,13901.998,5497.0,6350.0,4.233,-0.34,1.286,1.03,13.955,14.349,13.921,13.787,13.734,12.837,12.58,12.457,0.0,19.81985,44.28166,-0.07106,-0.01176,0.0219,0.013,-0.007,-0.006,0.009,-0.021,-0.003,0.021
K07021.01,FALSE POSITIVE,9.38063,1.084,4.295,65833.0,0.46863,0.98063,46.72,0.0872,86.25,846.0,120.99,16.585,256.50833,1880.2516,1053.1,5926.0,4.519,-0.12,0.913,1.004,15.435,15.914,15.374,15.229,15.146,14.258,13.911,13.838,0.0,18.80776,44.37352,-0.0511,0.0983,0.0248,0.003,-0.243,-0.043,0.247,-0.005,0.038,0.038
K07022.01,FALSE POSITIVE,10.06469,1.261,3.59854,10088.0,0.39105,0.37543,30.11,0.0801,84.27,679.0,50.11,12.621,80.20477,580.1726,585.4,5185.0,4.571,-0.56,0.705,0.673,14.674,15.336,14.637,14.39,14.258,13.191,12.739,12.651,0.0,19.26442,44.35703,-0.04,0.364,0.0062,0.004,-0.077,-0.029,0.083,-0.023,0.11,0.113
K07152.01,FALSE POSITIVE,3.35947,1.281,2.14715,2707.8,0.33859,0.18907,129.93,0.0506,74.63,2421.0,8125.7,4.832,51.33313,593.68713,504.1,6587.0,3.531,-0.62,3.514,1.53,12.983,13.295,12.967,12.849,12.837,12.001,11.771,11.715,0.0,19.37666,45.78228,-0.585,-0.53,0.00137,0.0013,-0.755,-0.564,0.942,-0.775,-0.611,0.987
K07153.01,FALSE POSITIVE,20.72926,0.575,7.53677,341970.0,0.61514,1.40629,53.87,0.134,88.96,567.0,24.47,31.729,2993.0203,12528.959,2957.7,5256.0,4.502,-0.26,0.802,0.745,14.807,15.492,14.762,14.514,14.337,13.357,12.971,12.842,0.0,19.5617,45.76088,0.10055,0.10755,-0.131,-0.056,0.132,0.06,0.145,-0.006,0.081,0.081
K07154.01,FALSE POSITIVE,3.0446,0.385,7.638,66.1,0.0075,0.05043,0.62,0.0386,82.41,1076.0,317.36,2.913,5.64904,9.52741,18.2,5525.0,4.603,-0.36,0.753,0.843,14.567,15.107,14.507,14.335,14.207,13.295,12.912,12.828,0.113,19.61031,45.70685,-0.9,-1.4,4e-05,6e-05,0.47,-0.37,0.59,0.49,-0.19,0.53
K07156.01,FALSE POSITIVE,15.92699,1.368,11.5142,394230.0,1.32348,0.58954,93.94,0.1066,86.06,566.0,24.16,19.921,1298.961,8702.419,3458.3,5191.0,4.615,-0.84,0.65,0.635,15.538,16.225,15.512,15.244,15.07,13.987,13.491,13.351,0.0,19.72981,45.74152,0.0696,-0.1611,-0.1,-0.1,0.077,0.065,0.101,0.041,-0.052,0.066
K07158.01,FALSE POSITIVE,1.21905,0.0517,1.477,53.5,0.00674,3.28377,2.48,0.0249,89.38,2948.0,17862.9,6.37,10.48686,8.41236,10.1,5742.0,3.521,-0.58,3.374,1.378,13.92,14.566,13.943,13.643,13.483,12.56,12.289,12.137,0.25,19.97889,45.71143,1.6,0.4,-5e-05,-2e-05,-1.2,0.5,1.3,-1.0,0.5,1.1
K07286.01,FALSE POSITIVE,3.0086,0.948,4.34296,120270.0,0.50117,0.51475,56.15,0.0403,81.3,1343.0,768.47,6.26839,1955.6256,13952.613,502.0,6033.0,4.398,-0.26,1.026,0.961,13.053,13.472,13.004,12.873,12.816,11.873,11.625,11.581,0.0,19.91444,47.01452,0.04782,0.00077,0.0,0.0,0.01,-0.002,0.01,0.012,-0.03,0.032
K07287.01,FALSE POSITIVE,41.81145,0.0121,2.208,302.0,0.01582,34.31366,1.4,0.2117,89.95,483.0,12.88,146.9,5.20032,7.6205,5.9,5593.0,4.478,-0.62,0.812,0.723,15.017,15.59,14.99,14.771,14.644,13.667,13.321,13.244,0.455,19.97224,47.02331,0.3,1.5,1e-05,-0.00056,3.2,-2.1,3.8,3.1,-2.1,3.7
K07288.01,FALSE POSITIVE,0.84629,0.779,1.79962,190190.0,0.53626,3.07327,30.8,0.0142,80.82,1243.0,562.86,4.882,282.0145,3594.6064,1049.3,4627.0,4.721,-1.26,0.526,0.53,15.994,16.853,15.973,15.626,15.449,14.367,13.9,13.639,0.0,19.12269,47.17329,-0.0405,-0.0819,0.0,0.0,0.044,-0.017,0.047,0.005,-0.015,0.016
K07417.01,FALSE POSITIVE,6.84031,1.094,4.32742,124930.0,0.62611,1.25497,62.08,0.0705,85.7,945.0,188.58,14.587,556.5768,5191.9297,2025.7,5970.0,4.521,-0.18,0.908,0.996,15.445,15.935,15.394,15.235,15.15,14.221,13.902,13.769,0.0,19.71336,48.83421,0.0138,-0.0712,-0.007,-0.02,0.023,0.044,0.05,-0.032,0.004,0.032
K07418.01,FALSE POSITIVE,1.03297,0.025,1.17,127.3,0.01025,5.66547,21.22,0.0287,89.79,5990.0,304226.71,6.84,3.44279,20.8682,8.3,5283.0,2.352,-0.5,18.959,2.948,12.698,13.454,12.662,12.374,12.213,11.115,10.601,10.535,0.0,19.73835,48.85936,0.94,0.94,-9e-05,-9e-05,0.75,0.35,0.83,0.72,0.5,0.88
K07419.01,FALSE POSITIVE,2.48955,1.185,2.84685,29839.0,0.42574,0.49213,36.91,0.0341,77.42,1281.0,636.43,5.443,258.41476,3564.7332,443.6,6018.0,4.569,-0.7,0.794,0.853,13.669,14.08,13.634,13.493,13.439,12.585,12.251,12.205,0.0,19.76512,48.85381,-1.4474,0.3424,-0.0346,0.0037,3.3,-0.175,3.3,0.192,0.265,0.327
K07421.01,FALSE POSITIVE,4.81712,1.233,2.45699,35756.0,0.50044,1.73986,43.45,0.0535,84.5,922.0,170.42,12.87,113.98936,773.0808,445.3,5419.0,4.581,-0.1,0.795,0.885,15.973,16.598,15.902,15.705,15.587,14.539,14.086,14.061,0.0,19.03138,48.92722,0.065,-0.242,0.0011,-0.0009,-0.024,-0.005,0.024,-0.079,-0.195,0.21
K07422.01,FALSE POSITIVE,2.47995,0.67,5.7219,150680.0,0.39686,0.22375,35.62,0.034,80.76,1169.0,441.85,4.1744,669.6739,7268.926,489.6,5391.0,4.539,-0.08,0.822,0.854,14.742,15.352,14.67,14.481,14.358,13.337,12.987,12.917,0.0,19.07485,48.92343,0.06344,-0.0321,0.001,-0.003,-0.002,0.006,0.007,0.001,0.015,0.015
K07424.01,FALSE POSITIVE,19.6684,0.0,21.1764,352810.0,0.54811,0.06546,42.91,0.1255,90.0,555.0,22.36,11.0209,1654.3236,9825.477,1834.5,5260.0,4.56,-0.58,0.717,0.68,13.486,14.075,13.432,13.234,13.084,12.064,11.54,11.466,0.0,19.13644,48.99321,0.04995,-0.06586,0.008,-0.002,0.025,-0.035,0.043,0.057,-0.113,0.126
K04562.02,FALSE POSITIVE,0.96807,0.518,1.772,92.5,0.00905,1.01042,0.68,0.0174,81.92,1487.0,1157.58,3.69,3.28135,9.2577,14.0,5367.0,4.639,-0.54,0.687,0.757,15.247,15.87,15.22,14.979,14.849,13.874,13.353,13.35,0.0,20.01588,44.768,6.09,-5.5,-0.00031,0.00023,9.1,-4.69,10.23,8.12,-6.43,10.36
K04598.02,FALSE POSITIVE,0.82418,1.174,2.4864,224.7,0.18874,0.05694,18.2,0.0168,22.31,1912.0,3155.32,1.269,3.83034,11.74964,40.2,5977.0,4.514,-0.36,0.883,0.929,14.638,15.126,14.595,14.428,14.348,13.405,13.081,13.015,0.0,19.91711,40.66415,3.5,-3.9,-0.00024,0.00025,6.69,-3.94,7.76,6.63,-3.86,7.67
K04766.02,FALSE POSITIVE,2.45262,0.3595,1.9,85.5,0.00845,2.54067,0.69,0.0324,87.66,1108.0,355.92,9.31,2.93532,8.00549,8.8,5216.0,4.564,-0.28,0.751,0.755,15.223,15.902,15.165,14.932,14.764,13.812,13.311,13.199,0.444,19.36448,40.05631,-0.9,-0.5,9e-05,2e-05,-0.76,-0.6,1.0,-0.55,-0.9,1.0
K06369.01,FALSE POSITIVE,25.95345,0.6188,6.001,528.9,0.02194,0.54569,2.06,0.1703,88.81,554.0,22.3,26.9,8.85162,8.97977,10.5,5591.0,4.559,0.07,0.86,0.977,15.79,16.401,15.725,15.528,15.4,14.524,14.124,14.167,0.0,19.57734,38.96473,0.12,2.57,0.00138,-0.00064,-6.7,-2.13,7.1,-3.1,0.73,3.2
K06370.01,FALSE POSITIVE,3.4955,0.0843,3.799,60.9,0.00706,0.54893,0.66,0.0441,89.38,1081.0,322.8,7.08,4.65061,9.16709,9.6,5582.0,4.551,-0.02,0.85,0.937,14.248,14.81,14.19,14.007,13.909,13.055,12.699,12.648,0.0,19.57744,38.96558,-0.4,3.0,-2e-05,-0.00021,0.46,0.9,1.02,-0.3,0.5,0.54
K06373.01,FALSE POSITIVE,31.02431,1.009,7.63621,96480.0,0.49068,0.77724,93.29,0.1996,88.3,783.0,88.89,34.07,2474.559,7443.9375,4403.8,6011.0,3.998,-0.12,1.741,1.1,12.512,12.923,12.449,12.335,12.278,11.408,11.16,11.057,0.0,19.07694,39.06563,-0.16752,-0.2748,0.0009,0.0025,0.015,-0.012,0.019,-0.087,-0.216,0.233
K06374.01,FALSE POSITIVE,0.63413,0.0891,2.851,27.1,0.00481,0.2768,0.58,0.0144,87.09,2488.0,9062.53,1.805,12.73911,7.31738,11.7,6428.0,4.345,-0.5,1.109,0.992,12.939,13.263,12.905,12.801,12.765,12.01,11.731,11.707,0.0,19.726,39.02878,4.3,3.2,-0.0001,-7e-05,7.4,3.96,8.4,7.4,4.19,8.5
K06376.01,FALSE POSITIVE,1.9921,1.069,4.03833,69414.0,0.46649,0.29939,45.85,0.0308,74.4,1435.0,1006.31,3.975,422.76193,5342.1294,1186.0,6024.0,4.523,-0.26,0.9,0.985,14.985,15.46,14.931,14.781,14.678,13.81,13.444,13.341,0.0,19.73348,39.0004,0.0598,-0.384,0.0071,0.0026,-0.139,-0.016,0.14,-0.114,0.004,0.114
K06497.01,FALSE POSITIVE,1.77555,0.9299,14.41,83.5,0.01013,0.00663,1.26,0.0302,25.78,1786.0,2402.56,1.034,3.67386,7.2368,14.1,6594.0,4.39,-0.26,1.138,1.158,13.335,13.634,13.289,13.207,13.182,12.369,12.143,12.083,0.0,19.69595,40.14769,-0.42,0.85,2e-05,-5e-05,-0.13,0.01,0.1,-0.13,0.0,0.1
K06498.01,FALSE POSITIVE,5.46269,1.298,3.2605,4184.6,0.37385,0.12981,36.25,0.0579,77.27,1024.0,260.14,5.89,53.0675,500.239,82.6,5929.0,4.479,-0.46,0.888,0.867,13.266,13.704,13.222,13.079,13.009,12.12,11.796,11.724,0.0,19.69673,40.17519,-0.464,-1.664,0.00135,0.00507,-0.294,-1.573,1.6,-0.378,-1.919,1.955
K06499.01,FALSE POSITIVE,3.58967,1.209,18.534,421.3,0.22878,0.00293,95.86,0.0554,16.21,2410.0,7969.78,1.259,3.3958,11.52088,102.3,6564.0,3.515,-0.16,3.837,1.757,13.391,13.706,13.343,13.256,13.22,12.419,12.227,12.181,0.443,19.70931,40.19818,-0.76,-0.24,4e-05,0.0,-0.02,0.02,0.03,-0.03,0.08,0.09
K06500.01,FALSE POSITIVE,1.37348,0.9848,12.62,289.9,0.02218,0.01045,4.25,0.0257,13.75,2505.0,9313.26,1.0138,3.91648,7.22902,27.2,6877.0,4.028,-0.5,1.753,1.196,12.821,13.083,12.778,12.708,12.66,11.786,11.562,11.527,0.0,19.78889,40.16119,-0.98,-0.18,7e-05,1e-05,-0.31,0.085,0.32,-0.26,0.129,0.29
K06501.01,FALSE POSITIVE,1.0096,0.992,7.847,31.9,0.00737,0.01931,1.94,0.0205,11.91,2885.0,16358.66,1.013,3.1769,7.81203,12.5,6028.0,3.724,-0.62,2.412,1.122,13.572,14.094,13.552,13.348,13.212,12.302,12.016,11.961,0.067,19.79008,40.16656,-2.9,0.2,3e-05,-0.0,-2.218,-0.74,2.34,-2.161,-0.64,2.253
K06503.01,FALSE POSITIVE,2.73515,0.955,0.1046,283.3,0.01963,918.75239,3.27,0.0422,89.23,1679.0,1875.08,71.3567,2.79411,7.19592,4.7,6333.0,4.198,0.26,1.523,1.338,13.911,14.279,13.865,13.753,13.701,12.854,12.684,12.602,0.027,19.85855,40.12031,2.2,-1.7,-4e-05,3e-05,0.69,-0.88,1.12,0.66,-0.89,1.11
K06628.01,FALSE POSITIVE,3.79187,0.798,3.5521,230740.0,0.60153,1.93996,47.49,0.0441,85.98,1004.0,240.31,11.3819,1967.0277,15494.061,1111.9,5622.0,4.619,-0.58,0.723,0.803,13.764,14.26,13.715,13.551,13.459,12.548,12.184,12.083,0.0,19.67709,41.0525,-0.00598,-0.20032,0.028,0.001,-0.027,-0.006,0.028,-0.034,-0.154,0.158
K06630.01,FALSE POSITIVE,34.65064,0.973,10.287,502.5,0.02702,0.00966,12.35,0.2561,83.42,1191.0,476.15,8.5,3.47136,10.22777,21.6,6681.0,3.465,-0.18,4.185,1.866,12.954,13.226,12.899,12.837,12.846,12.0,11.777,11.726,0.389,19.78245,41.00068,0.06,0.06,9e-05,4e-05,-0.03,-0.09,0.1,-0.03,0.0,0.03
K06632.01,FALSE POSITIVE,12.6433,0.739,5.48853,236720.0,0.56935,1.71638,34.94,0.0883,88.26,443.0,9.07,24.387,931.3995,6626.6484,2907.6,3977.0,4.697,-0.1,0.562,0.572,15.701,17.01,15.712,15.141,14.801,13.617,12.964,12.845,0.0,19.3566,41.13782,0.0609,-0.0539,-0.006,0.01,0.028,-0.02,0.034,-0.027,-0.119,0.122
K07883.01,FALSE POSITIVE,185.10384,0.019,4.19,581.4,0.02152,22.61286,14.63,0.6719,90.0,670.0,47.72,344.7,4.77709,7.17548,10.9,4992.0,2.921,-0.42,6.226,1.179,13.623,14.451,13.586,13.268,13.063,11.947,11.354,11.253,0.259,19.66436,44.36053,0.55,0.19,-0.00033,-6e-05,0.01,0.18,0.18,0.07,0.28,0.29
K06764.01,FALSE POSITIVE,7.00287,0.358,5.90232,349700.0,0.56549,1.02404,75.09,0.0767,88.52,1197.0,486.09,13.8464,3535.7808,20670.848,8168.6,6818.0,4.357,-0.2,1.216,1.24,13.934,14.192,13.887,13.823,13.827,13.012,12.816,12.751,0.0,19.22424,42.24807,0.06563,-0.00253,0.0059,0.001,0.002,-0.009,0.009,-0.002,-0.071,0.071
